time,MSE Info Loss
100,0.001934101169684288
200,0.017637939098186894
300,0.019883185856564012
400,0.013211335490852072
500,0.0013099030852066207
600,0.016356541736771035
700,0.002003649139201258
800,0.01889330085260177
900,0.002794481642332869
1000,0.0026218886860078783
1100,0.020867049994249598
1200,0.008347973730291613
1300,0.040816549165189286
1400,0.04700811476943478
1500,0.00988111232130251
1600,0.022701280409048508
1700,0.011390638926570773
1800,0.03779069765641907
1900,0.018920225045214067
2000,0.017899603091201755
2100,0.10195425099366062
2200,0.027117692851184927
2300,0.007789776464349529
2400,0.012243417059355721
2500,0.010092816375667724
2600,0.02098070315644307
2700,0.004839026053542028
2800,0.01627688864258303
2900,0.013788923300026568
3000,0.11201477486070388
3100,0.022204868250362608
3200,0.010940189932803435
3300,0.00791098085165487
3400,0.015935189399698402
3500,0.02185328852230839
3600,0.0024702697374294758
3700,0.02420305688821145
3800,0.004384330610676557
3900,0.0047538951530370355
4000,0.0019729231656526736
4100,0.04081374041366104
4200,0.04560843656545188
4300,0.0011237446806191542
4400,0.005072023603467812
4500,0.008572872136490162
4600,0.041878120886643444
4700,0.005025025548569317
4800,0.02445605916199156
4900,0.003695796231987458
5000,0.023865244079587455
5100,0.02356536783434393
5200,0.05665788253809012
5300,0.0023508570303860665
5400,0.00809182248323026
5500,0.008824528739722837
5600,0.0012615352809035585
5700,0.0061833685045513676
5800,0.006561340443923314
5900,0.01927226578557395
6000,0.010269210059291822
6100,0.06797703246022024
6200,0.014910495684645753
6300,0.01454019032070164
6400,0.0126616361777252
6500,0.01435036681971269
6600,0.02625914875183355
6700,0.036951277544844174
6800,0.00278440808804703
6900,0.029992025953987422
7000,0.017642565440482372
7100,0.0032257605159173863
7200,0.017692896710869377
7300,0.008005905097178356
7400,0.002495754275983586
7500,0.01219895683252048
7600,0.017902758840662614
7700,0.013969016459697059
7800,0.037260156640755326
7900,0.0026198160560824135
8000,0.02768443963080358
8100,0.01242555001003609
8200,0.01585534487102791
8300,0.005076143486192564
8400,0.039048414839811585
8500,0.010143167088969562
8600,0.04700493335627698
8700,0.027478305071397813
8800,0.047965941844907434
8900,0.02453091084407788
9000,0.006716972310016445
9100,0.009684106729167752
9200,0.06306913009021287
9300,0.0429840290495207
9400,0.0473016524176586
9500,0.021688995503311048
9600,0.010434009468184513
9700,0.021213536680377842
9800,0.023107183146919397
9900,0.021530793742726928
10000,0.008769597062922685
10100,0.005785443262055878
10200,0.05249330460937074
10300,0.017352683144025605
10400,0.001800719622153224
10500,0.025618733603408828
10600,0.006395162614467154
10700,0.013290337631971738
10800,0.017064591136147556
10900,0.025275217209483003
11000,0.00936315174919855
11100,0.0018582376949609625
11200,0.018176817652147292
11300,0.01149428343700265
11400,0.0033164070882776286
11500,0.04969672402890524
11600,0.016980179294051823
11700,0.007473097991493205
11800,0.01243417572388239
11900,0.009183163183450915
12000,0.034628672530800486
12100,0.017496529709688957
12200,0.0462715327820149
12300,0.02218049707192904
12400,0.002175861304067439
12500,0.0008805540312835092
12600,0.013694825707176506
12700,0.0181751790955218
12800,0.022254240279607984
