time,MSE Info Loss
12900,0.07077846025237022
13000,0.0047707996114922935
13100,0.0167752669368042
13200,0.08075716309670611
13300,0.003951525602019501
13400,0.025745640989157437
13500,0.2340106535838231
13600,0.016814984652853582
13700,0.028463960170199698
13800,0.028917391372317525
13900,0.004330220395956985
14000,0.0023564439243557445
14100,0.019949957243341032
14200,0.017788508501411116
14300,0.0033016237036065377
14400,0.008164987495547393
14500,0.010252386008119174
14600,0.001855363422322398
14700,0.016440709286882793
14800,0.01358971765907313
14900,0.07002549414738723
15000,0.02850168119425689
15100,0.02501407666727573
15200,0.005609545028164575
15300,0.019221814341250365
15400,0.005247736231382305
15500,0.007346527661809432
15600,0.004980910991577048
15700,0.008326138246218306
15800,0.01068534034413915
15900,0.015487088072660526
16000,0.0667396356440122
16100,0.01824542285837083
16200,0.005647637249325044
16300,0.0022482308028770603
16400,0.03018165351022617
16500,0.05286618269514065
16600,0.021354659499110085
16700,0.042099417428744346
16800,0.01493118467854515
16900,0.026268311107912723
17000,0.012650182564840406
17100,0.019834065068863538
17200,0.042162026257102525
17300,0.009692037226557204
17400,0.007825690703185728
17500,0.044879585481481854
17600,0.0103056771864658
17700,0.013650928642476856
17800,0.021781919853879117
17900,0.023000855043761703
18000,0.09438478443516374
18100,0.002066243968585013
18200,0.022646339165703466
18300,0.04263123565348792
18400,0.022036749563426383
18500,0.029077700678016072
18600,0.006583032662490496
18700,0.06887569122685022
18800,0.05387377045704511
18900,0.03948071559815958
19000,0.02296770245155244
19100,0.06736222360103739
19200,0.05886919800616397
19300,0.010973202449633845
19400,0.01904940152638801
19500,0.0043592967329573185
19600,0.01613381242245282
19700,0.011991923411159178
19800,0.0014565723636792427
19900,0.008255752235811542
20000,0.00431994208477704
20100,0.010097254331412842
20200,0.010446414168200135
20300,0.012945629060027386
20400,0.037176192224308124
20500,0.0012414526241855128
20600,0.02093631241842786
20700,0.013521424106727409
20800,0.03694066917228156
20900,0.007789038796175873
21000,0.004883499796989099
21100,0.009083661115454333
21200,0.016681802160434245
21300,0.0408161392705324
21400,0.002502112294990866
21500,0.006036741630339293
21600,0.0277030820288644
21700,0.004172824682825649
21800,0.08047855468703347
21900,0.010920073463921653
22000,0.038340207798626125
22100,0.009728464988882024
22200,0.016866045165215837
22300,0.01587774565160771
22400,0.012940177709936052
22500,0.03428431170470958
22600,0.03820143174874602
22700,0.00956082733182484
22800,0.005354901551584135
22900,0.012773647448796055
23000,0.004273543835665805
23100,0.018232983511893508
23200,0.0023263480926516422
23300,0.01261236629824225
23400,0.008275887615354804
23500,0.007384903447530178
23600,0.003384276625183702
23700,0.03965958544949899
23800,0.026464086092175876
23900,0.07691546864958809
24000,0.016478317706685175
24100,0.0011111499838989403
24200,0.003153542805193865
24300,0.007859834779594621
24400,0.02702619261702921
24500,0.006187801808607674
24600,0.006564099188153705
24700,0.014896912224060088
24800,0.0042569447164169105
24900,0.05604200943247406
25000,0.016974394618273436
25100,0.015500950906016442
25200,0.015177304472160813
25300,0.019596050098869
25400,0.03647317794570881
25500,0.04321022363882321
25600,0.011762004102763512
25700,0.03428732167583348
25800,0.024032422041443624
25900,0.03301481840350107
26000,0.0026178160609333645
26100,0.02514595719389945
26200,0.008481511512513862
26300,0.003937902600569032
26400,0.024801377136554947
26500,0.0017207909487524375
26600,0.050889373087443346
26700,0.03807421063839911
26800,0.06323568339621488
26900,0.003232512979934654
27000,0.01913343565087189
27100,0.021987539765177644
27200,0.021677745513727587
27300,0.02048226446351009
27400,0.01501067059905381
27500,0.04342244510382898
27600,0.009792933496612477
27700,0.01676800645475396
27800,0.02095429216348066
27900,0.02624015583143091
28000,0.00524515255864344
28100,0.04029067198149505
28200,0.02585863303465885
28300,0.04624918035540304
28400,0.008264221223441837
28500,0.0121840287406485
28600,0.011498914776893798
28700,0.014417865051200351
28800,0.046543982838045395
28900,0.012637589045084496
29000,0.03692388722737405
29100,0.006751654320396483
29200,0.003754007069005638
29300,0.011746288161589291
29400,0.018031936766533363
29500,0.033860496308250276
29600,0.010125080299076217
29700,0.008992359510671122
29800,0.002720847169200624
29900,0.01782528066416944
30000,0.015101017608287748
30100,0.013415994942874931
